Gender,Age,Dependents,Employment_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Outstanding_Debt,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_History,Bank_Account_History,Transaction_Frequency,Co-Applicant,Default_Risk,Loan_Approval_Status
Male,30,2,Self-Employed,127018,3308,701,0,27785,24765,64,Education,5.05,1,5,25,Yes,0.93,1
Male,42,1,Employed,55458,4881,824,2,18349,20000,86,Vehicle,4.13,0,1,16,Yes,0.8,1
Female,39,0,Employed,117535,2535,742,1,27458,21419,208,Vehicle,10.1,0,2,21,No,0.23,1
Male,38,1,Self-Employed,129129,4260,780,0,8672,30438,184,Home,11.94,1,1,8,No,0.52,0
Female,38,3,Employed,139473,3602,714,1,5212,39596,229,Home,9.16,0,5,15,No,0.5,1
Female,25,0,Self-Employed,68553,2096,702,1,27590,20509,27,Vehicle,13.21,0,2,26,Yes,0.04,1
Female,34,3,Employed,29173,2902,484,1,26399,9019,27,Home,12.37,0,7,28,Yes,0.34,0
Male,46,0,Employed,99493,4034,745,2,9873,21386,133,Home,13.53,0,1,21,Yes,0.15,1
Female,38,1,Employed,93368,2551,729,0,13780,21712,19,Home,5.93,0,1,23,No,0.67,1
Female,37,2,Unemployed,131983,4877,843,0,4328,39163,238,Vehicle,12.81,0,6,5,Yes,0.96,1
Female,34,1,Employed,56100,2789,750,2,24922,20000,28,Personal,6.79,1,7,22,Yes,0.99,0
Male,30,3,Employed,66174,3060,715,2,15413,20000,139,Home,10.22,0,6,19,No,0.76,1
Male,50,3,Employed,23362,2996,525,0,22440,9052,36,Education,11.29,0,8,8,No,0.3,0
Female,22,0,Employed,53006,2480,441,0,3782,11282,61,Home,9,0,7,27,Yes,0.07,1
Female,40,0,Unemployed,55287,880,786,2,18901,20000,211,Home,11.65,0,7,18,No,0.31,1
Female,44,3,Employed,118704,1231,814,1,24309,28430,80,Vehicle,4.05,0,0,7,Yes,0.24,1
Female,40,0,Employed,105573,674,772,2,24327,28673,137,Vehicle,5.48,0,2,6,No,0.33,1
Male,46,0,Self-Employed,67961,2829,733,0,5991,20344,23,Vehicle,6.67,1,1,8,Yes,0.14,1
Female,32,1,Unemployed,51431,2728,760,0,29580,20000,225,Personal,9.68,0,1,26,No,0.73,1
Female,41,1,Employed,68345,2804,811,2,26161,20307,173,Vehicle,11.03,0,4,22,No,0.91,1
Female,42,3,Employed,70847,4587,736,1,6932,20541,224,Home,14.91,0,6,16,No,0.78,1
Male,42,2,Self-Employed,97959,1770,758,0,8449,21770,130,Vehicle,10.66,0,5,12,No,0.72,1
Female,33,1,Employed,126867,3810,827,1,24430,35560,17,Personal,5.22,0,3,20,No,0.12,1
Male,30,0,Self-Employed,79642,924,790,0,22360,20445,39,Vehicle,6.37,1,0,13,Yes,0.22,1
Male,34,3,Unemployed,112309,1462,750,0,24456,21888,88,Vehicle,14.41,0,0,16,Yes,0.76,1
Female,33,1,Employed,69238,4633,758,2,15534,20019,36,Home,9.74,0,9,25,Yes,0.83,1
Female,32,2,Employed,29175,2918,514,1,9300,11429,99,Home,5.5,0,8,7,No,0.75,0
Male,44,2,Unemployed,61817,612,761,0,5103,20000,199,Home,9.3,0,6,18,Yes,0.25,1
Female,63,1,Self-Employed,49191,4187,551,0,3318,7458,128,Education,9.19,0,1,11,Yes,0.96,0
Female,38,0,Employed,138987,1511,707,1,11820,35455,154,Vehicle,7.68,0,4,26,No,0.23,1
Male,33,1,Self-Employed,115062,3379,820,1,20537,32198,144,Education,12.32,0,8,6,No,0.58,1
Male,33,3,Employed,98995,937,775,0,24085,25290,171,Education,6.71,0,7,5,No,0.17,1
Male,25,0,Employed,116186,3244,736,2,3577,23414,79,Home,3.59,0,3,15,Yes,0.25,1
Male,48,3,Self-Employed,68147,2356,385,2,877,5713,52,Home,7.44,0,2,25,No,0.5,1
Female,34,0,Self-Employed,63359,838,832,1,2841,20000,124,Personal,9.11,0,0,20,Yes,0.97,1
Female,34,1,Employed,50855,1710,808,0,25819,20000,135,Vehicle,3.97,0,4,27,Yes,0.7,1
Female,31,1,Unemployed,131083,4202,773,1,12021,20983,187,Personal,11.17,0,9,25,Yes,0.13,1
Male,22,0,Self-Employed,66406,548,518,0,10910,16477,26,Home,5.45,1,7,15,Yes,0.46,0
Female,42,1,Employed,148054,2884,793,1,24431,27028,68,Vehicle,13.16,0,7,24,No,0.46,1
Male,50,3,Employed,52848,1881,467,0,15964,16702,162,Personal,10.24,1,0,6,No,0.44,0
Female,66,2,Employed,21991,2756,533,1,19707,7266,79,Vehicle,12.96,0,2,26,Yes,0.9,0
Male,42,3,Self-Employed,139959,743,841,0,22436,40414,47,Education,13.76,0,9,12,No,0.73,0
Male,69,0,Employed,63045,1440,462,0,25717,25195,43,Vehicle,12.25,0,1,12,Yes,0.7,0
Male,29,0,Self-Employed,65177,1625,393,2,18309,21933,106,Home,11.4,1,3,23,Yes,0.95,0
Female,49,0,Employed,135720,794,829,1,3285,38359,77,Home,7.5,0,6,9,Yes,0.56,1
Male,46,2,Employed,78117,3514,814,1,21550,21192,46,Home,5.3,0,3,21,Yes,0.21,1
Male,33,1,Unemployed,118868,3203,828,2,27422,32736,215,Home,12.08,0,6,15,No,0.67,1
Male,45,1,Employed,120257,1714,761,1,4214,35534,53,Personal,14.02,0,4,8,No,0.72,1
Female,33,3,Employed,141846,1318,798,1,12645,36627,26,Education,15,0,0,19,No,0.66,1
Male,41,0,Self-Employed,73994,3416,807,0,12713,20200,85,Home,12.54,0,3,17,Yes,0.98,1
Female,37,1,Unemployed,90430,2729,750,0,7008,22813,227,Personal,10.89,1,6,23,Yes,0.61,1
Male,41,0,Employed,102316,3879,817,2,15726,24769,140,Personal,9.05,0,1,5,Yes,0.14,1
Male,46,3,Unemployed,118820,2410,832,0,14598,30835,179,Education,10.12,0,5,7,Yes,0.84,1
Female,19,1,Self-Employed,40194,927,311,1,26815,9127,50,Home,10.72,0,4,21,Yes,0.08,0
Female,56,2,Employed,41629,765,523,0,14367,13561,163,Personal,14.99,1,3,5,Yes,0.12,0
Male,49,2,Self-Employed,60396,2291,748,1,28828,20000,110,Home,3.9,0,0,8,No,0.1,1
Female,40,1,Employed,64973,1776,729,0,21648,20000,44,Home,12.57,0,2,22,No,0.36,1
Female,39,0,Employed,148669,2230,812,2,17437,43179,155,Home,8.51,0,6,21,No,0.93,0
Male,40,0,Self-Employed,43247,1287,591,1,985,9120,207,Home,11.48,0,6,14,No,0.52,0
Female,37,2,Self-Employed,142586,2526,796,2,23250,29242,79,Education,13.48,0,2,11,Yes,0.14,1
Male,49,0,Employed,97344,3847,814,2,25039,20351,29,Personal,11.3,1,6,9,No,0.6,0
Female,62,3,Employed,28845,3492,418,0,7910,7738,105,Home,3.53,0,1,10,Yes,0.55,0
Female,64,2,Unemployed,46603,3753,550,1,12834,7161,229,Vehicle,12.37,0,6,13,Yes,0.39,0
Female,37,0,Employed,29588,1323,443,2,5713,7805,29,Education,8.86,0,4,9,Yes,0.66,0
Female,30,2,Unemployed,54059,4359,494,0,5576,13475,79,Personal,12.09,0,5,17,Yes,0.2,0
Female,47,3,Employed,98707,1783,839,0,27138,25833,117,Vehicle,8.45,0,5,16,Yes,0.44,1
Female,34,0,Unemployed,66548,1025,811,1,17773,20000,58,Home,5.59,0,0,29,No,0.77,1
Male,41,1,Employed,114595,1063,799,1,23553,21498,157,Education,13.77,1,6,15,Yes,0.8,1
Male,46,3,Employed,124417,2425,735,0,15788,31545,64,Personal,8.12,0,3,22,No,0.1,0
Female,58,1,Unemployed,23486,4712,341,2,17887,6482,76,Vehicle,5.65,0,5,5,No,0.38,0
Female,46,1,Employed,94174,3196,749,1,26683,23553,151,Home,14.73,1,8,10,Yes,0.39,1
Female,47,2,Self-Employed,58438,3762,820,1,6637,20000,40,Education,5.2,0,6,19,No,0.13,1
Female,59,0,Employed,58646,1254,513,0,19577,6869,15,Home,5.71,1,4,16,No,0.92,1
Female,39,0,Employed,147761,3772,769,2,13549,43269,147,Personal,9.2,0,9,23,No,0.08,1
Male,18,3,Employed,21139,3920,594,0,16441,7762,172,Home,11.17,0,4,14,Yes,0.13,0
Female,21,3,Self-Employed,33579,2411,584,2,17225,5297,233,Home,6.41,1,7,20,Yes,0.57,0
Male,40,3,Unemployed,102568,4039,829,1,23766,27008,38,Home,14.71,0,0,13,No,0.24,1
Male,35,3,Self-Employed,79111,4512,831,2,141,23693,179,Personal,9.97,1,3,7,Yes,0.78,1
Female,47,2,Employed,126734,2499,825,1,15045,23286,213,Vehicle,9.13,0,4,25,No,0.65,1
Male,30,3,Employed,97838,1862,812,2,3347,22753,88,Education,14.17,0,0,29,No,0.8,0
Male,33,1,Unemployed,145063,2871,835,0,3695,31951,180,Personal,3.87,0,6,29,No,0.49,1
Male,40,1,Self-Employed,90925,3347,829,0,19558,23855,222,Vehicle,6.4,0,5,6,No,0.93,1
Male,53,2,Employed,32605,2016,442,0,27914,8604,63,Home,12.5,1,7,23,Yes,0.02,0
Female,38,0,Employed,63660,743,735,1,2519,20000,18,Personal,8.73,0,8,9,No,0.23,0
Female,60,3,Self-Employed,33356,1089,523,1,14578,6646,129,Home,5.26,0,2,17,No,0.6,1
Male,35,0,Employed,138344,4278,827,1,29070,39925,22,Personal,13.31,0,9,8,No,0.89,1
Female,27,3,Self-Employed,147937,2157,712,2,23364,38937,29,Home,11.45,0,9,25,Yes,0.44,0
Female,18,2,Self-Employed,62044,1704,492,0,11498,8677,212,Vehicle,6.32,0,0,17,Yes,0.42,0
Male,36,1,Employed,109442,606,847,0,15325,21108,156,Education,9.83,1,0,11,No,0.43,1
Female,40,0,Unemployed,105984,1473,751,2,2277,25805,223,Vehicle,14.31,1,8,18,No,0.93,1
Female,32,3,Unemployed,105512,1355,738,2,13213,23191,238,Personal,14.53,0,5,24,No,0.6,0
Male,18,1,Employed,53517,3973,460,2,9930,15727,59,Education,3.54,0,9,27,Yes,0.36,0
Female,45,0,Self-Employed,83774,1213,733,0,18808,24010,153,Education,7.85,0,1,16,Yes,0.01,1
Female,26,0,Self-Employed,88350,575,715,1,13817,24290,179,Home,14.58,0,4,21,Yes,0.56,1
Female,36,3,Employed,60110,4398,727,2,11341,20000,156,Personal,14.09,1,3,26,No,0.9,1
Male,31,2,Self-Employed,67905,821,333,1,12788,13983,33,Home,11.83,0,2,14,Yes,0.53,0
Female,39,1,Unemployed,21934,1617,409,0,29682,6537,118,Home,14.22,0,5,14,No,0.78,0
Female,48,1,Self-Employed,56122,2434,720,1,2085,20000,35,Home,6.03,1,1,15,Yes,0.16,1
Female,37,0,Employed,33321,3636,447,1,17481,10354,210,Home,4.09,1,9,18,No,0.14,0
Female,41,2,Self-Employed,64108,4895,847,2,19335,20000,133,Education,3.96,0,0,28,Yes,0.89,1
Male,31,3,Employed,67564,2335,760,0,26817,20237,102,Personal,8.46,0,5,28,Yes,0.78,1
Male,45,1,Employed,83047,2702,722,1,29724,21202,67,Education,14.17,0,1,15,Yes,0.35,0
Male,26,1,Employed,122806,1285,808,2,744,29922,80,Home,8.11,0,6,7,No,0.8,0
Male,46,1,Self-Employed,88577,2834,787,2,22512,22386,211,Education,11.99,1,7,23,Yes,0.08,1
Male,46,1,Self-Employed,84180,4780,836,1,29772,23336,202,Home,5.77,0,6,11,Yes,0.52,1
Male,45,3,Self-Employed,78985,1698,762,2,6700,20658,94,Education,3.54,1,8,22,No,0.88,1
Male,30,2,Self-Employed,68293,4614,572,2,885,18525,81,Personal,5.36,0,0,22,No,0.84,0
Female,37,1,Employed,98981,4844,822,2,6952,20604,149,Personal,7.52,0,6,21,No,0.37,0
Male,30,3,Employed,73556,905,755,1,14739,20526,112,Home,4.75,0,9,6,No,0.23,1
Male,42,0,Employed,40810,3703,517,2,7253,8995,64,Home,12.56,0,3,16,Yes,0.87,0
Female,36,0,Employed,113383,2640,753,2,16163,21248,32,Vehicle,7.42,0,4,17,No,0.27,0
Male,49,0,Self-Employed,136017,3542,808,0,4006,22355,221,Home,11.66,0,0,18,No,0.82,1
Male,49,3,Self-Employed,20557,1860,435,0,10966,5149,164,Home,4.74,0,3,10,Yes,0.27,0
Female,47,2,Unemployed,79315,2650,812,2,23569,22944,49,Home,11.73,0,4,20,Yes,0.98,1
Female,40,1,Self-Employed,82994,1270,805,0,21968,21226,185,Home,5.55,0,6,27,Yes,0.36,1
Female,27,3,Employed,117825,1808,729,0,21099,20638,210,Home,10.23,0,4,15,Yes,0.26,0
Male,29,1,Unemployed,50362,4210,509,2,18576,10492,199,Home,6.16,0,9,17,No,0.6,0
Female,40,3,Self-Employed,54658,4654,844,1,2089,20000,123,Vehicle,11.8,0,6,12,No,0.36,0
Male,26,2,Unemployed,64775,2435,533,2,28489,7233,16,Home,5.43,0,3,16,Yes,0.81,0
Female,37,2,Unemployed,129640,1754,838,2,16756,29667,39,Vehicle,6.25,0,1,22,Yes,0.73,1
Female,36,2,Unemployed,148500,4475,708,1,11229,37186,178,Personal,8.25,0,8,11,Yes,0.63,1
Male,43,1,Employed,63462,3634,412,2,27394,20529,219,Personal,9.74,0,4,15,Yes,0.42,0
Female,47,0,Employed,94298,2821,767,2,23425,25917,63,Personal,6.42,0,6,15,No,0.83,1
Male,39,1,Employed,127358,799,790,0,26640,21785,28,Home,9.33,0,1,27,Yes,0.31,0
Female,28,2,Employed,91385,1764,842,0,22274,24841,139,Vehicle,6.5,1,3,15,No,0.3,0
Male,66,3,Employed,60625,3797,515,0,10474,18358,197,Home,6.84,0,0,13,Yes,0.09,0
Male,34,1,Employed,115212,2801,775,2,2160,30453,213,Personal,11.38,1,2,21,No,0.56,1
Female,40,2,Unemployed,75538,4912,767,2,19732,22456,16,Personal,13.89,0,1,24,Yes,0.7,1
Male,36,3,Employed,102091,4909,830,1,8570,24781,116,Personal,13.38,0,2,23,Yes,0.71,1
Female,55,1,Employed,30268,1869,477,1,498,7137,55,Education,5.32,0,2,11,No,0.86,0
Male,40,2,Employed,126774,3532,728,0,8004,26225,57,Home,6.28,0,8,17,No,0.57,1
Male,36,3,Employed,51505,4975,810,1,28110,20000,132,Home,7.37,0,5,14,Yes,0.03,1
Female,46,1,Self-Employed,68749,1654,731,0,5924,20066,168,Personal,12.62,0,5,5,Yes,0.18,1
Female,30,3,Employed,128050,3192,721,1,28029,33517,110,Education,3.98,0,7,9,No,0.56,0
Female,39,2,Employed,133858,2988,753,1,11752,22493,185,Education,7.24,0,3,25,Yes,0.32,1
Female,28,3,Self-Employed,98987,1609,720,1,5487,22450,63,Personal,10.47,0,0,24,Yes,0.86,1
Male,49,1,Employed,70817,3651,762,0,26610,20009,133,Vehicle,13.31,0,7,11,Yes,0.23,1
Male,22,0,Self-Employed,25624,3503,438,1,24232,6069,40,Education,9.73,0,8,10,No,0.26,0
Female,66,1,Employed,57402,2876,571,2,822,10897,184,Education,4.95,1,4,20,Yes,0.84,0
Male,28,1,Employed,104069,4733,785,2,9200,28212,68,Personal,13.65,0,8,7,No,0.58,1
Female,43,1,Unemployed,66473,4647,355,0,22614,8600,77,Home,6.42,1,1,11,Yes,0.31,0
Male,35,0,Employed,130290,4523,829,2,28892,31572,163,Home,6.82,0,3,16,Yes,0.92,1
Female,36,3,Employed,23656,1839,406,0,20675,7099,143,Vehicle,6.28,0,2,10,Yes,0.33,1
Male,38,3,Unemployed,53317,4197,781,2,11916,20000,59,Education,10.16,0,9,28,Yes,0.13,0
Male,48,0,Employed,141160,3735,831,1,11122,41891,158,Education,13.81,1,6,26,Yes,0.79,1
Male,55,1,Employed,57646,3938,436,1,15424,12560,162,Education,11.58,0,0,8,Yes,0.46,0
Female,43,2,Employed,44125,4459,458,2,26564,6335,50,Home,8.28,1,8,20,Yes,0.48,0
Male,34,1,Employed,53459,1097,768,0,24255,20000,100,Education,7.46,1,8,7,Yes,0.06,1
Female,47,3,Self-Employed,97720,2726,815,2,18704,21216,148,Home,9.85,0,2,22,No,0.97,1
Male,34,0,Self-Employed,59227,4694,803,2,9013,20000,143,Home,5.86,0,5,27,No,0.27,1
Male,42,1,Unemployed,83099,3961,842,0,2739,22565,99,Home,11.3,0,7,27,No,0.3,1
Male,41,2,Unemployed,149405,3226,703,2,3628,37663,177,Personal,11.17,0,1,8,Yes,0.27,1
Male,26,0,Self-Employed,52993,3909,792,2,2726,20000,231,Vehicle,14.98,1,2,24,No,0.76,1
Female,30,3,Employed,46038,3180,464,2,9191,7716,165,Home,12.56,0,7,18,Yes,0.93,0
Female,36,0,Employed,105434,3203,751,0,10517,30191,171,Vehicle,8.52,0,7,23,Yes,0.39,1
Male,29,2,Self-Employed,83386,4088,733,2,27399,21036,42,Education,12.79,0,1,26,No,0.38,0
Female,32,3,Unemployed,57813,4002,781,2,324,20000,77,Home,4.54,0,1,27,Yes,0.42,1
Female,28,3,Employed,108651,4991,713,1,11556,30923,70,Home,11.83,0,8,7,Yes,0.69,1
Male,27,0,Employed,106574,4935,813,1,12155,24728,93,Personal,9.49,1,9,13,No,0.89,1
Male,28,0,Self-Employed,73451,3707,740,1,20912,21471,38,Home,9.72,0,0,13,No,0.66,1
Male,48,1,Employed,52739,1931,543,0,5619,11334,37,Home,6.42,0,9,8,Yes,0.91,0
Male,58,1,Self-Employed,60185,4073,306,0,3806,5882,120,Home,11.55,0,7,25,No,0.58,0
Female,32,1,Unemployed,80038,2244,720,1,27256,23419,162,Vehicle,7.35,1,8,11,No,0.22,0
Male,35,3,Employed,145920,572,721,0,18126,36629,204,Education,7.81,0,7,11,Yes,0.81,0
Male,39,1,Unemployed,140237,3664,768,2,21535,27312,217,Personal,4.92,0,7,14,No,0.2,1
Female,60,3,Self-Employed,20936,3382,312,2,4272,5257,27,Home,12.81,0,9,6,No,0.52,1
Male,33,1,Unemployed,44105,3525,329,1,4294,16394,229,Education,3.72,0,2,26,No,0.43,0
Male,30,3,Unemployed,110497,708,739,0,29801,32882,71,Personal,11.72,0,9,23,Yes,0.9,1
Female,39,1,Employed,129553,3811,849,0,24228,21983,17,Personal,4.98,0,0,14,Yes,0.41,1
Female,38,0,Employed,40395,4477,541,0,11843,9881,177,Vehicle,6.78,0,6,21,No,0.81,0
Male,38,0,Self-Employed,108074,779,702,2,7885,28155,50,Education,12.16,0,1,28,Yes,0.47,1
Female,40,2,Unemployed,71296,2034,715,0,2177,20765,109,Home,6.21,0,8,11,No,0.35,0
Male,44,1,Employed,64673,2138,386,1,19086,15384,212,Personal,4.82,0,3,17,No,0.6,0
Female,45,1,Employed,50900,3167,332,2,15166,16382,94,Home,12.79,1,0,6,No,0.36,0
Female,38,0,Self-Employed,89436,1315,706,0,2957,21058,63,Education,3.93,1,4,26,No,0.32,1
Male,28,2,Self-Employed,62973,4018,715,2,11268,20000,150,Home,10.4,0,9,6,No,0.97,1
Male,34,0,Self-Employed,119247,4003,778,0,1663,30482,22,Home,11.38,0,4,18,No,0.97,0
Male,39,1,Self-Employed,111033,3942,765,1,21022,29613,224,Education,9.45,1,4,20,Yes,0.73,1
Male,46,0,Employed,110516,1725,763,0,8324,28801,46,Home,13.49,0,4,21,Yes,0.93,1
Female,33,3,Self-Employed,126912,4055,706,2,13464,23069,80,Home,4.42,0,9,15,No,0.87,1
Male,45,1,Self-Employed,38921,3631,374,1,25081,10166,74,Personal,4.02,0,0,11,Yes,0.35,0
Male,31,0,Employed,23811,4275,416,2,273,5754,54,Home,7.72,1,3,14,No,0.83,0
Male,43,3,Unemployed,149600,4057,771,1,26654,30962,200,Home,6.95,1,3,26,Yes,0.83,1
Female,49,3,Employed,61757,947,708,0,8253,20000,77,Education,14.3,0,0,22,No,0.77,1
Male,37,1,Self-Employed,96618,3207,728,0,13254,26645,187,Education,12.84,0,3,19,No,0.21,1
Female,48,2,Self-Employed,95394,4658,761,2,3609,27307,231,Home,12.21,0,0,16,No,0.64,1
Male,43,1,Self-Employed,58723,3984,797,0,24543,20000,231,Education,7.23,0,1,6,Yes,0.63,1
Female,47,2,Employed,65652,1602,778,2,10721,20000,134,Home,6.71,1,7,11,Yes,0.8,1
Female,54,2,Employed,56096,4192,500,2,826,13544,159,Personal,9.53,0,5,24,No,0.41,0
Female,31,2,Employed,97178,577,788,1,14625,25511,160,Home,11.05,0,3,9,Yes,0.59,1
Female,69,3,Self-Employed,23626,2497,383,0,29402,8416,83,Personal,5.03,0,8,10,No,0.14,0
Female,20,1,Employed,37425,710,322,0,27980,14434,129,Education,4.8,1,1,20,Yes,0.09,1
Male,31,0,Self-Employed,92553,1113,806,1,22727,25955,104,Personal,5.74,0,6,27,Yes,0.6,1
Female,38,3,Employed,137870,4486,821,1,17183,20077,58,Personal,13.49,0,1,18,No,0.33,1
Female,54,2,Employed,59383,3054,401,2,13671,5606,30,Home,14.99,1,8,24,No,0.13,0
Female,65,0,Self-Employed,44275,3208,324,1,2323,10501,36,Education,5.83,0,5,28,No,0.41,0
Male,44,0,Self-Employed,96270,1079,763,2,4964,20806,58,Education,7.33,1,6,12,No,0.43,1
Male,46,2,Self-Employed,56005,3300,758,2,19587,20000,21,Education,12.76,0,6,15,No,0.79,1
Female,25,3,Unemployed,144330,2801,750,0,18409,33393,149,Home,11.07,0,6,29,Yes,0.88,1
Male,64,1,Employed,52686,4649,439,2,1095,13741,119,Home,6.1,0,6,8,Yes,0.51,0
Male,36,2,Employed,101677,3708,755,0,8049,22706,174,Education,3.69,1,1,25,Yes,0.82,0
Male,48,3,Unemployed,142196,4607,724,1,8520,22076,208,Home,6.88,0,1,7,No,0.61,0
Male,47,3,Unemployed,30551,4214,488,2,11364,9993,51,Home,11.81,0,1,16,No,0.33,0
Male,46,0,Employed,98350,4308,737,1,1412,24787,26,Personal,12.67,0,4,7,No,0.71,1
Male,38,3,Unemployed,51521,3894,746,0,343,20000,41,Home,7.99,0,6,21,Yes,0.32,1
Male,40,0,Self-Employed,95989,2009,840,0,29838,25107,72,Education,7.13,0,9,16,Yes,0,1
Female,44,2,Employed,58712,4392,417,0,7192,18031,219,Vehicle,10.9,0,0,12,No,0.1,1
Male,40,3,Self-Employed,78358,3181,731,0,23771,22976,156,Home,9.29,0,1,26,Yes,0.48,1
Female,45,2,Employed,99200,1337,834,1,25962,29533,63,Home,12.62,0,9,8,No,0.98,1
Female,48,0,Employed,129175,3039,715,1,13625,37823,22,Home,7.4,0,9,16,No,0.11,1
Male,28,2,Employed,113393,4549,732,1,7785,27124,192,Home,12.98,0,5,5,Yes,0.22,1
Male,26,0,Employed,135657,3395,744,0,8618,23075,24,Personal,4.58,0,6,24,Yes,0.18,0
Male,45,1,Employed,143674,2832,792,1,6969,23645,37,Personal,9.02,0,0,14,No,0.6,1
Male,31,2,Unemployed,74032,2295,839,2,11944,22019,12,Home,14.72,0,9,6,Yes,0.74,0
Female,54,0,Employed,39789,1264,597,1,23295,15761,229,Personal,11.86,0,6,8,No,0.39,0
Male,24,0,Employed,57918,3047,438,1,6809,23154,175,Education,5.42,0,0,27,Yes,0.96,0
Female,26,1,Unemployed,135624,830,744,1,11372,21263,145,Home,5.52,0,9,23,Yes,0.64,0
Male,36,2,Unemployed,137627,3377,815,2,20440,24784,213,Education,12.6,0,1,23,Yes,0.96,1
Male,25,3,Self-Employed,60576,1422,775,2,2822,20000,239,Vehicle,10.01,0,4,6,Yes,0.68,1
Female,20,3,Employed,23880,4113,515,1,808,7601,108,Personal,14.13,0,8,22,No,0.04,0
Female,25,1,Employed,144169,3223,788,0,15470,40415,84,Vehicle,14.64,0,7,23,Yes,0.02,1
Female,27,1,Self-Employed,64321,2852,817,0,17357,20000,57,Personal,11.97,0,9,6,Yes,0.04,1
Male,40,0,Self-Employed,71028,3284,836,1,11060,20238,200,Home,7.27,0,4,22,Yes,0.85,1
Female,43,0,Employed,84047,3775,761,2,10937,23359,112,Education,14.7,1,5,29,Yes,0.53,0
Female,32,3,Employed,82757,3717,805,1,2665,21132,218,Personal,4.91,0,5,22,No,0.46,1
Female,45,3,Self-Employed,80769,2741,741,2,4111,20543,154,Home,7.99,0,5,20,Yes,0.76,1
Male,43,2,Employed,67037,1148,809,1,17493,20046,183,Vehicle,4.63,1,5,22,No,0.62,0
Female,22,2,Self-Employed,20540,2253,453,2,18980,6184,108,Vehicle,5.48,0,8,27,No,0.24,0
Female,48,0,Employed,121086,3336,829,0,12851,26359,237,Personal,10.44,0,0,18,No,0.37,1
Male,25,0,Self-Employed,76358,3359,833,1,6731,21779,231,Personal,6.02,0,4,19,No,0.84,1
Female,47,1,Self-Employed,59826,1284,720,1,14237,20000,43,Home,12.26,0,5,28,Yes,0.37,0
Female,37,3,Self-Employed,139421,1184,752,1,8052,30788,216,Home,11.56,0,9,10,No,0.55,1
Female,29,2,Employed,101640,1573,797,0,24288,28542,217,Personal,11.95,0,8,24,Yes,0.75,0
Female,44,3,Employed,55471,970,724,0,2811,20000,86,Vehicle,14.61,0,1,15,Yes,0.15,1
Male,43,1,Unemployed,76314,3702,724,1,8036,21076,221,Personal,6.21,0,9,15,No,0.19,1
Female,31,2,Employed,123545,1715,798,0,7262,27165,70,Vehicle,7.35,1,9,17,No,0.92,1
Male,37,0,Employed,98386,3684,800,1,14168,22491,216,Home,10.27,0,6,5,Yes,0.76,1
Female,38,3,Employed,147968,3882,724,1,6898,32257,155,Home,12.29,0,2,27,No,0.66,1
Male,35,1,Self-Employed,47802,812,486,2,7151,16111,236,Home,12.35,1,6,20,No,0.83,0
Male,38,2,Self-Employed,143953,4115,765,1,2398,34482,123,Education,12.52,0,6,12,Yes,1,1
Male,37,2,Self-Employed,66022,4147,752,1,2152,20000,236,Vehicle,12.19,0,9,12,Yes,0.42,1
Male,32,3,Unemployed,64610,1405,787,1,12931,20000,74,Home,5.25,1,6,6,Yes,0.32,1
Female,44,1,Self-Employed,148167,1490,758,2,17837,43881,68,Home,6.16,0,4,11,No,0.18,1
Male,42,1,Self-Employed,118949,1687,798,0,26724,35539,68,Education,11,0,4,19,Yes,0.51,0
Male,38,1,Unemployed,95970,986,753,1,9854,27442,83,Personal,10.62,0,2,8,Yes,0.89,0
Female,19,3,Employed,68927,2562,503,2,1117,13084,68,Home,6.15,0,1,9,Yes,0.5,0
Male,35,3,Unemployed,71035,4597,717,2,10979,20267,228,Home,3.58,0,5,29,Yes,0.15,1
Female,39,0,Employed,90595,3585,746,2,17596,22161,25,Personal,14.36,0,1,11,No,0.86,1
Male,59,3,Employed,20395,681,580,0,29508,5890,115,Personal,10.93,0,6,17,Yes,0.63,1
Female,66,0,Self-Employed,32861,1903,598,1,76,12099,18,Personal,7.88,0,9,18,No,0.54,0
Female,48,2,Self-Employed,70902,4394,763,1,9055,20130,58,Home,4.52,0,5,10,Yes,0.78,1
Male,35,0,Self-Employed,129759,4878,767,0,22345,36133,90,Personal,3.9,0,9,19,No,0.25,1
Female,32,1,Self-Employed,100474,4168,725,2,1725,20413,187,Education,9.26,0,3,13,No,0.56,0
Male,46,3,Self-Employed,119339,802,745,1,22470,26130,180,Home,8.46,0,5,24,No,0.71,1
Male,26,0,Employed,58347,2993,750,2,15618,20000,46,Personal,13.33,0,4,25,No,0.51,1
Male,27,2,Self-Employed,118072,2719,834,2,10961,28393,44,Personal,9.15,1,7,23,Yes,0.44,1
Female,42,2,Self-Employed,34120,605,368,1,13567,8556,196,Home,12.72,0,6,5,Yes,0.86,1
Female,31,3,Self-Employed,81439,2190,788,0,21073,24336,236,Personal,4.79,0,0,22,Yes,0.01,1
Male,38,3,Unemployed,73570,2910,817,1,24301,20319,167,Education,13.03,0,0,11,Yes,0.34,1
Female,36,2,Employed,93166,4942,800,0,16356,27251,33,Personal,8.71,0,0,21,Yes,0.98,1
Female,46,3,Employed,27064,2110,385,0,5615,7076,116,Education,13.77,0,8,27,Yes,0.35,0
